ensembl_id,gene_name,gene_type
ENSG00000263989,RN7SL615P,misc_RNA
ENSG00000228210,RPL7AP12,processed_pseudogene
ENSG00000226948,RPS4XP2,transcribed_processed_pseudogene
ENSG00000115353,TACR1,protein_coding
ENSG00000171867,PRNP,protein_coding
ENSG00000269095,,protein_coding
ENSG00000269040,BNIP3P24,processed_pseudogene
ENSG00000269779,,unprocessed_pseudogene
ENSG00000171864,PRND,protein_coding
ENSG00000287396,,lncRNA
ENSG00000255364,SMILR,lncRNA
ENSG00000267178,PHF5CP,processed_pseudogene
ENSG00000223589,,processed_pseudogene
ENSG00000287819,,lncRNA
ENSG00000260368,,lncRNA
ENSG00000158008,EXTL1,protein_coding
ENSG00000085872,CHERP,protein_coding
ENSG00000254213,PRXL2AP2,processed_pseudogene
ENSG00000231830,,lncRNA
ENSG00000286260,,lncRNA
ENSG00000180259,PRNT,lncRNA
ENSG00000285018,,lncRNA
ENSG00000104375,STK3,protein_coding
ENSG00000207165,SNORA70,snoRNA
ENSG00000071859,FAM50A,protein_coding
ENSG00000231071,IDI1P3,processed_pseudogene
ENSG00000138032,PPM1B,protein_coding
ENSG00000278595,,lncRNA
ENSG00000101265,RASSF2,protein_coding
ENSG00000164038,SLC9B2,protein_coding
ENSG00000225501,SNRPFP3,processed_pseudogene
ENSG00000286330,,lncRNA
ENSG00000130940,CASZ1,protein_coding
ENSG00000139734,DIAPH3,protein_coding
ENSG00000150636,CCDC102B,protein_coding
ENSG00000244005,NFS1,protein_coding
ENSG00000237338,FTCD-AS1,lncRNA
ENSG00000160284,SPATC1L,protein_coding
ENSG00000228404,,lncRNA
ENSG00000160285,LSS,protein_coding
ENSG00000276350,MIR6858,miRNA
ENSG00000154040,CABYR,protein_coding
ENSG00000130827,PLXNA3,protein_coding
ENSG00000147614,ATP6V0D2,protein_coding
ENSG00000116771,AGMAT,protein_coding
ENSG00000224218,,lncRNA
ENSG00000250169,MTND5P13,processed_pseudogene
ENSG00000251219,LINC01217,lncRNA
ENSG00000250696,,lncRNA
ENSG00000267220,,transcribed_unprocessed_pseudogene
ENSG00000286490,,lncRNA
ENSG00000268416,,lncRNA
ENSG00000250775,,lncRNA
ENSG00000160352,ZNF714,protein_coding
ENSG00000248447,,processed_pseudogene
ENSG00000237301,,lncRNA
ENSG00000286362,,lncRNA
ENSG00000250922,ATP5F1EP1,processed_pseudogene
ENSG00000261087,ZNNT1,lncRNA
ENSG00000163879,DNALI1,protein_coding
ENSG00000169116,PARM1,protein_coding
ENSG00000286701,,lncRNA
ENSG00000283157,,lncRNA
ENSG00000254253,NACAP10,processed_pseudogene
ENSG00000254343,,lncRNA
ENSG00000254334,,lncRNA
ENSG00000268803,,unprocessed_pseudogene
ENSG00000214330,ABCD1P5,unprocessed_pseudogene
ENSG00000169836,TACR3,protein_coding
ENSG00000253629,,lncRNA
ENSG00000135972,MRPS9,protein_coding
ENSG00000227527,,lncRNA
ENSG00000184156,KCNQ3,protein_coding
ENSG00000116954,RRAGC,protein_coding
ENSG00000269885,VN1R79P,unprocessed_pseudogene
ENSG00000251175,GSTCD-AS1,lncRNA
ENSG00000268995,VN1R82P,unprocessed_pseudogene
ENSG00000268184,,lncRNA
ENSG00000272856,,lncRNA
ENSG00000251059,PRKG2-AS1,lncRNA
ENSG00000160161,CILP2,protein_coding
ENSG00000196472,,transcribed_unprocessed_pseudogene
ENSG00000270228,,processed_pseudogene
ENSG00000250740,,lncRNA
ENSG00000250651,PABPC1P7,processed_pseudogene
ENSG00000268209,,unprocessed_pseudogene
ENSG00000228589,SPCS2P4,processed_pseudogene
ENSG00000248831,,processed_pseudogene
ENSG00000157884,CIB4,protein_coding
ENSG00000286664,,lncRNA
ENSG00000163873,GRIK3,protein_coding
ENSG00000102178,UBL4A,protein_coding
ENSG00000153064,BANK1,protein_coding
ENSG00000234569,RAD1P1,processed_pseudogene
ENSG00000287427,,lncRNA
ENSG00000236058,RPL17P36,processed_pseudogene
ENSG00000285615,,lncRNA
ENSG00000269836,,lncRNA
ENSG00000268597,,lncRNA
ENSG00000148841,ITPRIP,protein_coding
ENSG00000105717,PBX4,protein_coding
ENSG00000126903,SLC10A3,protein_coding
ENSG00000214602,CTBP2P5,processed_pseudogene
ENSG00000120051,CFAP58,protein_coding
ENSG00000203643,,lncRNA
ENSG00000271707,ATP1B3P1,processed_pseudogene
ENSG00000236090,LDHAP3,processed_pseudogene
ENSG00000230118,,processed_pseudogene
ENSG00000119801,YPEL5,protein_coding
ENSG00000264484,RN7SL697P,misc_RNA
ENSG00000279245,FAM223A,lncRNA
ENSG00000273041,ATF4P2,processed_pseudogene
ENSG00000232155,,processed_pseudogene
ENSG00000228464,,processed_pseudogene
ENSG00000231388,FMN2P1,processed_pseudogene
ENSG00000117215,PLA2G2D,protein_coding
ENSG00000138346,DNA2,protein_coding
ENSG00000236160,,processed_pseudogene
ENSG00000216938,RPL7P58,processed_pseudogene
ENSG00000236683,HMGA1P1,processed_pseudogene
ENSG00000105662,CRTC1,protein_coding
ENSG00000252491,RNU1-142P,snRNA
ENSG00000283446,,unprocessed_pseudogene
ENSG00000276391,,processed_pseudogene
ENSG00000285890,,lncRNA
ENSG00000235461,,lncRNA
ENSG00000213873,PPIAP86,processed_pseudogene
ENSG00000254275,LINC00824,lncRNA
ENSG00000196449,YRDC,protein_coding
ENSG00000147180,ZNF711,protein_coding
ENSG00000253651,SOD1P3,processed_pseudogene
ENSG00000125995,ROMO1,protein_coding
ENSG00000230163,,lncRNA
ENSG00000227538,HNRNPFP1,processed_pseudogene
ENSG00000253124,TRAPPC2P2,processed_pseudogene
ENSG00000236500,CD24P1,processed_pseudogene
ENSG00000254112,,processed_pseudogene
ENSG00000044012,GUCA2B,protein_coding
ENSG00000248838,PGAM1P13,processed_pseudogene
ENSG00000253479,LINC01603,lncRNA
ENSG00000272479,,lncRNA
ENSG00000198846,TOX,protein_coding
ENSG00000179051,RCC2,protein_coding
ENSG00000230668,,lncRNA
ENSG00000226280,,processed_pseudogene
ENSG00000233710,,processed_pseudogene
ENSG00000234201,BMI1P1,processed_pseudogene
ENSG00000123570,RAB9B,protein_coding
ENSG00000131051,RBM39,protein_coding
ENSG00000222419,RNA5SP511,rRNA_pseudogene
ENSG00000231787,H2BP9,processed_pseudogene
ENSG00000276298,,unprocessed_pseudogene
ENSG00000234345,ELF2P1,processed_pseudogene
ENSG00000153317,ASAP1,protein_coding
ENSG00000158427,TMSB15B,protein_coding
ENSG00000236969,GGT8P,unprocessed_pseudogene
ENSG00000233716,MTFR2P1,processed_pseudogene
ENSG00000225444,LINC01867,lncRNA
ENSG00000270696,,lncRNA
ENSG00000237320,,lncRNA
ENSG00000214354,PAFAH1B1P1,processed_pseudogene
ENSG00000223901,,lncRNA
ENSG00000228209,PNPP1,processed_pseudogene
ENSG00000215424,MCM3AP-AS1,lncRNA
ENSG00000234781,LINC01103,lncRNA
ENSG00000232144,PSAT1P2,processed_pseudogene
ENSG00000229494,,lncRNA
ENSG00000200225,RNA5SP382,rRNA_pseudogene
ENSG00000230312,SLC25A53P1,processed_pseudogene
ENSG00000185271,KLHL33,protein_coding
ENSG00000227067,DPPA3P1,processed_pseudogene
ENSG00000282840,,lncRNA
ENSG00000223418,LIMK2P1,processed_pseudogene
ENSG00000053747,LAMA3,protein_coding
ENSG00000229805,LINC01813,lncRNA
ENSG00000115616,SLC9A2,protein_coding
ENSG00000268438,BNIP3P27,processed_pseudogene
ENSG00000268272,VN1R78P,unprocessed_pseudogene
ENSG00000092094,OSGEP,protein_coding
ENSG00000215895,HSPA5P1,processed_pseudogene
ENSG00000279977,,TEC
ENSG00000005302,MSL3,protein_coding
ENSG00000270716,BNIP3P15,processed_pseudogene
ENSG00000284650,,lncRNA
ENSG00000271524,BNIP3P17,processed_pseudogene
ENSG00000237329,,processed_pseudogene
ENSG00000269815,,lncRNA
ENSG00000236948,,lncRNA
ENSG00000270317,,processed_pseudogene
ENSG00000213985,,processed_pseudogene
ENSG00000126067,PSMB2,protein_coding
ENSG00000269154,BNIP3P13,processed_pseudogene
ENSG00000228137,,lncRNA
ENSG00000239415,,lncRNA
ENSG00000197134,ZNF257,protein_coding
ENSG00000160282,FTCD,protein_coding
ENSG00000073146,MOV10L1,protein_coding
ENSG00000279404,,TEC
ENSG00000196350,ZNF729,protein_coding
ENSG00000216740,ANXA2P3,processed_pseudogene
ENSG00000231398,,processed_pseudogene
ENSG00000287231,,lncRNA
ENSG00000229981,LINC01435,lncRNA
ENSG00000229676,ZNF492,protein_coding
ENSG00000071082,RPL31,protein_coding
ENSG00000274944,,protein_coding
ENSG00000269504,,lncRNA
ENSG00000249842,,lncRNA
ENSG00000250787,HMGN1P17,processed_pseudogene
ENSG00000251187,,lncRNA
ENSG00000248555,LINC01339,lncRNA
ENSG00000268116,,processed_pseudogene
ENSG00000269043,,lncRNA
ENSG00000132906,CASP9,protein_coding
ENSG00000224864,,transcribed_processed_pseudogene
ENSG00000271182,,processed_pseudogene
ENSG00000268117,VN1R84P,unprocessed_pseudogene
ENSG00000253404,CTNNA1-AS1,lncRNA
ENSG00000167487,KLHL26,protein_coding
ENSG00000248192,ATG10-AS1,lncRNA
ENSG00000235742,,processed_pseudogene
ENSG00000231138,,lncRNA
ENSG00000248674,RBBP4P6,processed_pseudogene
ENSG00000280104,,TEC
ENSG00000232935,,lncRNA
ENSG00000112972,HMGCS1,protein_coding
ENSG00000271343,,processed_pseudogene
ENSG00000107593,PKD2L1,protein_coding
ENSG00000258515,,lncRNA
ENSG00000250858,IGBP1P5,processed_pseudogene
ENSG00000251571,DDX3P3,processed_pseudogene
ENSG00000100823,APEX1,protein_coding
ENSG00000272304,,lncRNA
ENSG00000127526,SLC35E1,protein_coding
ENSG00000286147,,lncRNA
ENSG00000138678,GPAT3,protein_coding
ENSG00000286746,,lncRNA
ENSG00000272575,LINC02098,lncRNA
ENSG00000224640,SRSF1P1,processed_pseudogene
ENSG00000234354,RPS26P47,processed_pseudogene
ENSG00000235768,BRD7P5,processed_pseudogene
ENSG00000231674,LINC00410,lncRNA
ENSG00000118946,PCDH17,protein_coding
ENSG00000137714,FDX1,protein_coding
ENSG00000255299,,lncRNA
ENSG00000225530,SP3P,processed_pseudogene
ENSG00000226617,RPL21P110,processed_pseudogene
ENSG00000234660,LINC00440,lncRNA
ENSG00000243777,,processed_pseudogene
ENSG00000230283,RPS12P24,processed_pseudogene
ENSG00000283097,,TEC
ENSG00000271216,LINC01050,lncRNA
ENSG00000152484,USP12,protein_coding
ENSG00000137699,TRIM29,protein_coding
ENSG00000180828,BHLHE22,protein_coding
ENSG00000159267,HLCS,protein_coding
ENSG00000253656,,lncRNA
ENSG00000147676,MAL2,protein_coding
ENSG00000237148,HIGD1AP2,processed_pseudogene
ENSG00000231879,TXNL1P1,processed_pseudogene
ENSG00000271095,BNIP3P28,processed_pseudogene
ENSG00000285680,,lncRNA
ENSG00000075568,TMEM131,protein_coding
ENSG00000131711,MAP1B,protein_coding
ENSG00000227862,HNRNPA1P31,processed_pseudogene
ENSG00000285834,,lncRNA
ENSG00000064545,TMEM161A,protein_coding
ENSG00000229249,LINC00446,lncRNA
ENSG00000248640,HNRNPA1P56,processed_pseudogene
ENSG00000250735,,lncRNA
ENSG00000284196,,lncRNA
ENSG00000221398,,snoRNA
ENSG00000249257,,processed_pseudogene
ENSG00000249392,,lncRNA
ENSG00000253994,NDUFB9P3,processed_pseudogene
ENSG00000180509,KCNE1,protein_coding
ENSG00000182674,KCNB2,protein_coding
ENSG00000263923,,lncRNA
ENSG00000229775,LINC02624,lncRNA
ENSG00000213003,BTF3P12,processed_pseudogene
ENSG00000287949,,lncRNA
ENSG00000174796,THAP6,protein_coding
ENSG00000238215,,processed_pseudogene
ENSG00000286289,,lncRNA
ENSG00000176853,FAM91A1,protein_coding
ENSG00000120688,WBP4,protein_coding
ENSG00000230018,PPIAP39,processed_pseudogene
ENSG00000196932,TMEM26,protein_coding
ENSG00000197312,DDI2,protein_coding
ENSG00000142156,COL6A1,protein_coding
ENSG00000108100,CCNY,protein_coding
ENSG00000284748,,lncRNA
ENSG00000272078,,lncRNA
ENSG00000173660,UQCRH,protein_coding
ENSG00000280580,LINC02342,lncRNA
ENSG00000283371,,unprocessed_pseudogene
ENSG00000261666,LINC00560,lncRNA
ENSG00000180440,SERTM1,protein_coding
ENSG00000250223,LINC01216,lncRNA
ENSG00000278580,,unprocessed_pseudogene
ENSG00000224686,ELOCP23,processed_pseudogene
ENSG00000177596,,lncRNA
ENSG00000145354,CISD2,protein_coding
ENSG00000232447,MTND5P3,processed_pseudogene
ENSG00000125285,SOX21,protein_coding
ENSG00000287270,,lncRNA
ENSG00000224592,MIR3659HG,lncRNA
ENSG00000288038,,lncRNA
ENSG00000139514,SLC7A1,protein_coding
ENSG00000233728,,lncRNA
ENSG00000230451,RPS29P6,processed_pseudogene
ENSG00000231606,,lncRNA
ENSG00000215900,SELENOWP1,processed_pseudogene
ENSG00000251149,MTND5P5,processed_pseudogene
ENSG00000135974,C2orf49,protein_coding
ENSG00000164032,H2AZ1,protein_coding
ENSG00000284632,,lncRNA
ENSG00000241014,GPR199P,transcribed_unitary_pseudogene
ENSG00000249017,,lncRNA
ENSG00000249203,LINC02224,lncRNA
ENSG00000223442,TH2LCRR,lncRNA
ENSG00000054118,THRAP3,protein_coding
ENSG00000283782,,protein_coding
ENSG00000253318,TMCC1P1,processed_pseudogene
ENSG00000283674,,lncRNA
ENSG00000225588,,lncRNA
ENSG00000233205,WBP1P2,processed_pseudogene
ENSG00000230747,,lncRNA
ENSG00000237077,RPL38P2,transcribed_processed_pseudogene
ENSG00000248583,,unprocessed_pseudogene
ENSG00000251087,ALG1L3P,unprocessed_pseudogene
ENSG00000164283,ESM1,protein_coding
ENSG00000169288,MRPL1,protein_coding
ENSG00000163162,RNF149,protein_coding
ENSG00000253544,C1GALT1P3,processed_pseudogene
ENSG00000287148,LINCADL,lncRNA
ENSG00000248979,LAMTOR3P2,processed_pseudogene
ENSG00000287635,,lncRNA
ENSG00000282864,,TEC
ENSG00000155926,SLA,protein_coding
ENSG00000251552,COQ10BP2,processed_pseudogene
ENSG00000088386,SLC15A1,protein_coding
ENSG00000249131,PSD2-AS1,lncRNA
ENSG00000251027,LINC01950,lncRNA
ENSG00000250446,LINC01332,lncRNA
ENSG00000271306,RAC1P9,processed_pseudogene
ENSG00000236610,SOCS5P1,processed_pseudogene
ENSG00000270741,PRELID3BP8,processed_pseudogene
ENSG00000226587,,lncRNA
ENSG00000214890,,processed_pseudogene
ENSG00000287488,,lncRNA
ENSG00000286676,ACTBP4,processed_pseudogene
ENSG00000231255,,lncRNA
ENSG00000230929,,processed_pseudogene
ENSG00000253807,LINC01170,lncRNA
ENSG00000236938,,lncRNA
ENSG00000230796,,unprocessed_pseudogene
ENSG00000237760,,lncRNA
ENSG00000234185,,lncRNA
ENSG00000234105,,lncRNA
ENSG00000151882,CCL28,protein_coding
ENSG00000005981,ASB4,protein_coding
ENSG00000204745,,unprocessed_pseudogene
ENSG00000205927,OLIG2,protein_coding
ENSG00000279686,,protein_coding
ENSG00000224551,HMGB3P21,processed_pseudogene
ENSG00000227923,,processed_pseudogene
ENSG00000145348,TBCK,protein_coding
ENSG00000254553,,protein_coding
ENSG00000268322,BNIP3P25,processed_pseudogene
ENSG00000234700,MTCO1P8,unprocessed_pseudogene
ENSG00000268892,,unprocessed_pseudogene
ENSG00000164512,ANKRD55,protein_coding
ENSG00000230196,DDX43P3,processed_pseudogene
ENSG00000230600,,lncRNA
ENSG00000269796,,lncRNA
ENSG00000230927,TMBIM7P,transcribed_unitary_pseudogene
ENSG00000240673,,processed_pseudogene
ENSG00000284653,,lncRNA
ENSG00000232539,LINC00945,lncRNA
ENSG00000237749,,processed_pseudogene
ENSG00000184221,OLIG1,protein_coding
ENSG00000276747,PADI6,protein_coding
ENSG00000127993,RBM48,protein_coding
ENSG00000268240,,lncRNA
ENSG00000271149,,unprocessed_pseudogene
ENSG00000105676,ARMC6,protein_coding
ENSG00000226527,,lncRNA
ENSG00000226433,,lncRNA
ENSG00000284705,,lncRNA
ENSG00000228776,,processed_pseudogene
ENSG00000229086,LINC01548,lncRNA
ENSG00000233605,LINC01851,lncRNA
ENSG00000159339,PADI4,protein_coding
ENSG00000270677,RACK1P2,processed_pseudogene
ENSG00000160180,TFF3,protein_coding
ENSG00000005436,GCFC2,protein_coding
ENSG00000288020,,lncRNA
ENSG00000244134,RPS12P20,processed_pseudogene
ENSG00000237242,BTF3P15,processed_pseudogene
ENSG00000255599,,lncRNA
ENSG00000119979,DENND10,protein_coding
ENSG00000166351,POTED,protein_coding
ENSG00000244400,RPS4XP12,processed_pseudogene
ENSG00000270510,,processed_pseudogene
ENSG00000254880,PKNOX2-DT,lncRNA
ENSG00000248211,TRPC7-AS1,lncRNA
ENSG00000237709,EEF1A1P28,processed_pseudogene
ENSG00000249026,CTNNA1P1,processed_pseudogene
ENSG00000286454,,lncRNA
ENSG00000127989,MTERF1,protein_coding
ENSG00000184188,,processed_pseudogene
ENSG00000196914,ARHGEF12,protein_coding
ENSG00000280395,,lncRNA
ENSG00000251261,OR7H2P,unprocessed_pseudogene
ENSG00000073150,PANX2,protein_coding
ENSG00000251281,,lncRNA
ENSG00000248445,SEMA6A-AS1,lncRNA
ENSG00000258908,,lncRNA
ENSG00000258456,PTCD2P1,processed_pseudogene
ENSG00000258863,SETP1,processed_pseudogene
ENSG00000188655,RNASE9,protein_coding
ENSG00000215630,GUSBP9,unprocessed_pseudogene
ENSG00000249478,,lncRNA
ENSG00000249282,,processed_pseudogene
ENSG00000249825,THBS4-AS1,lncRNA
ENSG00000197982,C1orf122,protein_coding
ENSG00000270812,,processed_pseudogene
ENSG00000106236,NPTX2,protein_coding
ENSG00000270513,,processed_pseudogene
ENSG00000249996,PPIC-AS1,lncRNA
ENSG00000261781,LINC01654,lncRNA
ENSG00000170638,TRABD,protein_coding
ENSG00000183317,EPHA10,protein_coding
ENSG00000205571,SMN2,protein_coding
ENSG00000177398,UMODL1,protein_coding
ENSG00000237572,,unprocessed_pseudogene
ENSG00000230191,IFITM3P4,processed_pseudogene
ENSG00000285725,,lncRNA
ENSG00000270957,,processed_pseudogene
ENSG00000236861,BET1-AS1,lncRNA
ENSG00000242950,ERVW-1,protein_coding
ENSG00000272950,,lncRNA
ENSG00000228751,,processed_pseudogene
ENSG00000203462,,unprocessed_pseudogene
ENSG00000164645,TEX47,protein_coding
ENSG00000106261,ZKSCAN1,protein_coding
ENSG00000259060,,protein_coding
ENSG00000258573,RNASE11-AS1,lncRNA
ENSG00000239327,,processed_pseudogene
ENSG00000181803,OR6S1,protein_coding
ENSG00000276527,,lncRNA
ENSG00000199461,Y_RNA,misc_RNA
ENSG00000258818,RNASE4,protein_coding
ENSG00000276672,,lncRNA
ENSG00000234650,PCCA-AS1,lncRNA
ENSG00000151893,CACUL1,protein_coding
ENSG00000215417,MIR17HG,lncRNA
ENSG00000272046,,lncRNA
ENSG00000274331,,lncRNA
ENSG00000215037,VENTXP2,processed_pseudogene
ENSG00000236463,LINC00427,lncRNA
ENSG00000260704,LINC00543,lncRNA
ENSG00000259171,,protein_coding
ENSG00000228429,,processed_pseudogene
ENSG00000230474,ATP6V1G1P7,processed_pseudogene
ENSG00000233454,,unprocessed_pseudogene
ENSG00000283554,LINC02341,lncRNA
ENSG00000258451,EGILA,lncRNA
ENSG00000259144,RANBP20P,processed_pseudogene
ENSG00000006128,TAC1,protein_coding
ENSG00000150907,FOXO1,protein_coding
ENSG00000183386,FHL3,protein_coding
ENSG00000258963,EDDM3DP,unprocessed_pseudogene
ENSG00000181562,EDDM3A,protein_coding
ENSG00000181552,EDDM3B,protein_coding
ENSG00000231222,ARF4P4,processed_pseudogene
ENSG00000224418,STK24-AS1,lncRNA
ENSG00000169413,RNASE6,protein_coding
ENSG00000181274,FRAT2,protein_coding
ENSG00000226240,LINC00381,lncRNA
ENSG00000136152,COG3,protein_coding
ENSG00000258810,,lncRNA
ENSG00000129538,RNASE1,protein_coding
ENSG00000236762,RPL19P16,processed_pseudogene
ENSG00000282863,,lncRNA
ENSG00000107560,RAB11FIP2,protein_coding
ENSG00000273188,,lncRNA
ENSG00000273253,TRABD-AS1,lncRNA
ENSG00000272836,,lncRNA
ENSG00000259130,,lncRNA
ENSG00000273137,SELENOO-AS1,lncRNA
ENSG00000128159,TUBGCP6,protein_coding
ENSG00000258642,,lncRNA
ENSG00000258918,,lncRNA
ENSG00000258772,,lncRNA
ENSG00000169385,RNASE2,protein_coding
ENSG00000269373,,unprocessed_pseudogene
ENSG00000269138,ZNF209P,unprocessed_pseudogene
ENSG00000269480,,lncRNA
ENSG00000242206,RPS26P35,processed_pseudogene
ENSG00000267886,,lncRNA
ENSG00000279377,,TEC
ENSG00000287736,PTCSC1,lncRNA
ENSG00000277825,,lncRNA
ENSG00000268461,,unprocessed_pseudogene
ENSG00000046889,PREX2,protein_coding
ENSG00000243817,RN7SL189P,misc_RNA
ENSG00000258599,,processed_pseudogene
ENSG00000282732,,unprocessed_pseudogene
ENSG00000268830,BNIP3P32,processed_pseudogene
ENSG00000258471,,lncRNA
ENSG00000268335,BNIP3P23,processed_pseudogene
ENSG00000213988,ZNF90,protein_coding
ENSG00000284743,,lncRNA
ENSG00000165794,SLC39A2,protein_coding
ENSG00000158315,RHBDL2,protein_coding
ENSG00000271117,,processed_pseudogene
ENSG00000132432,SEC61G,protein_coding
ENSG00000227437,RPS8P4,processed_pseudogene
ENSG00000236171,RPL12P26,processed_pseudogene
ENSG00000188620,HMX3,protein_coding
ENSG00000203434,,lncRNA
ENSG00000234542,,lncRNA
ENSG00000274599,DUX4L24,unprocessed_pseudogene
ENSG00000271434,,lncRNA
ENSG00000213574,LDHAP5,processed_pseudogene
ENSG00000189319,FAM53B,protein_coding
ENSG00000269399,,lncRNA
ENSG00000284122,MIR6717,miRNA
ENSG00000284428,,lncRNA
ENSG00000179636,TPPP2,protein_coding
ENSG00000261600,,lncRNA
ENSG00000225156,,lncRNA
ENSG00000229013,,processed_pseudogene
ENSG00000204084,INPP5B,protein_coding
ENSG00000232046,LINC01798,lncRNA
ENSG00000227307,,lncRNA
ENSG00000229649,LINC02681,lncRNA
ENSG00000232259,,lncRNA
ENSG00000234806,RPL26P29,processed_pseudogene
ENSG00000270294,XIAPP1,processed_pseudogene
ENSG00000118620,ZNF430,protein_coding
ENSG00000213185,FAM24B,protein_coding
ENSG00000279240,,lncRNA
ENSG00000213755,,processed_pseudogene
ENSG00000250602,,lncRNA
ENSG00000128581,IFT22,protein_coding
ENSG00000286002,,lncRNA
ENSG00000231723,CAPZBP1,processed_pseudogene
ENSG00000250806,,lncRNA
ENSG00000233752,RPL21P36,processed_pseudogene
ENSG00000287025,,lncRNA
ENSG00000285616,,lncRNA
ENSG00000286111,,lncRNA
ENSG00000237992,LINC01808,lncRNA
ENSG00000248528,LINC02058,lncRNA
ENSG00000234551,LINC01309,lncRNA
ENSG00000248245,,lncRNA
ENSG00000258604,,lncRNA
ENSG00000255472,,lncRNA
ENSG00000271386,SRGNP1,processed_pseudogene
ENSG00000287361,,lncRNA
ENSG00000235306,GAPDHP34,processed_pseudogene
ENSG00000250444,CCT5P1,processed_pseudogene
ENSG00000206150,RNASE13,protein_coding
ENSG00000227714,MTND6P18,processed_pseudogene
ENSG00000272203,,lncRNA
ENSG00000119973,PRLHR,protein_coding
ENSG00000251050,RBX1P2,processed_pseudogene
ENSG00000136141,LRCH1,protein_coding
ENSG00000248422,,processed_pseudogene
ENSG00000173926,MARCHF3,protein_coding
ENSG00000230525,LINC01799,lncRNA
ENSG00000165799,RNASE7,protein_coding
ENSG00000138152,BTBD16,protein_coding
ENSG00000269012,KRT18P40,unprocessed_pseudogene
ENSG00000100429,HDAC10,protein_coding
ENSG00000268981,,lncRNA
ENSG00000115423,DNAH6,protein_coding
ENSG00000196109,ZNF676,protein_coding
ENSG00000173431,RNASE8,protein_coding
ENSG00000165801,ARHGEF40,protein_coding
ENSG00000167232,ZNF91,protein_coding
ENSG00000243859,RPL5P17,processed_pseudogene
ENSG00000279860,,TEC
ENSG00000248170,,processed_pseudogene
ENSG00000249721,,processed_pseudogene
ENSG00000186973,FAM183A,protein_coding
ENSG00000146005,PSD2,protein_coding
ENSG00000248242,,lncRNA
ENSG00000249264,EEF1A1P9,processed_pseudogene
ENSG00000138801,PAPSS1,protein_coding
ENSG00000065154,OAT,protein_coding
ENSG00000146463,ZMYM4,protein_coding
ENSG00000269543,,lncRNA
ENSG00000249054,FAM138D,lncRNA
ENSG00000271661,BNIP3P36,processed_pseudogene
ENSG00000288711,,protein_coding
ENSG00000267234,,lncRNA
ENSG00000155313,USP25,protein_coding
ENSG00000186529,CYP4F3,protein_coding
ENSG00000255996,,processed_pseudogene
ENSG00000239789,MRPS17,protein_coding
ENSG00000256263,DDX11L8,unprocessed_pseudogene
ENSG00000047621,C12orf4,protein_coding
ENSG00000287467,,lncRNA
ENSG00000253111,,lncRNA
ENSG00000254065,,processed_pseudogene
ENSG00000279197,,TEC
